936	7 
937	8 
938	12 
939	7 
940	12 
941	7 
942	3 
943	9 
944	10 
945	8 
946	11 
947	3 
948	2 
949	6 
950	5 
951	7 
952	4 
953	11 
954	7 
955	11 
956	10 
957	2 
958	3 
959	5 8 
960	10 
961	4 12 
962	4 
963	1 
964	7 
965	12 
966	4 
967	3 
968	8 
969	10 
970	6 
971	6 
972	2 
973	2 
974	8 12 
975	9 
976	7 
977	3 
978	12 
979	7 
980	12 
981	5 
982	5 
983	4 
984	9 
985	3 
986	6 
987	9 
988	8 
989	9 
990	12 
991	4 7 
992	11 
993	12 
994	4 
995	11 
996	12 
997	4 
998	7 
999	4 
1000	12 
